,Player,Model_Odds,Favor,BetOnline.ag,Difference,Model_Probability,BetOnline.ag_Probability,Weight,WeightedValue
229,Jordan Whittington,127.27272727272728,1,1300.0,-1172.7272727272727,0.44,0.07142857142857142,0.56,-0.2064
225,Cooper Kupp,122.22222222222224,1,140.0,-17.777777777777757,0.45,0.4166666666666667,0.55,-0.01833333333333333
220,Tutu Atwell,400.0,1,450.0,-50.0,0.2,0.18181818181818182,0.8,-0.01454545454545455
