,Player,Model_Odds,Favor,BetRivers,Difference,Model_Probability,BetRivers_Probability,Weight,WeightedValue
160,Jordan Whittington,127.27272727272728,1,700.0,-572.7272727272727,0.44,0.125,0.56,-0.17640000000000003
231,George Kittle,112.76595744680851,1,143.0,-30.234042553191486,0.47000000000000003,0.411522633744856,0.53,-0.030993004115226347
154,Tutu Atwell,400.0,1,400.0,0.0,0.2,0.2,0.8,0.0
