,Player,Model_Odds,Favor,BetRivers,Difference,Model_Probability,BetRivers_Probability,Weight,WeightedValue
226,Noah Fant,270.3703703703703,1,410.0,-139.62962962962968,0.27,0.19607843137254902,0.73,-0.05396274509803923
227,Tyler Lockett,316.6666666666667,1,475.0,-158.33333333333331,0.24,0.17391304347826086,0.76,-0.05022608695652174
16,Mark Andrews,117.39130434782606,1,165.0,-47.608695652173935,0.46,0.37735849056603776,0.54,-0.04462641509433962
208,Pat Freiermuth,177.77777777777777,1,240.0,-62.22222222222223,0.36,0.29411764705882354,0.64,-0.04216470588235293
102,Dalton Schultz,222.5806451612903,1,295.0,-72.4193548387097,0.31,0.25316455696202533,0.69,-0.03921645569620252
43,DJ Moore,132.55813953488374,1,155.0,-22.441860465116264,0.43,0.39215686274509803,0.5700000000000001,-0.02157058823529412
130,Xavier Worthy,185.7142857142857,1,215.0,-29.285714285714306,0.35000000000000003,0.31746031746031744,0.6499999999999999,-0.02115079365079368
126,DeAndre Hopkins,203.030303030303,1,210.0,-6.969696969696997,0.33,0.3225806451612903,0.6699999999999999,-0.0049709677419355
