team_id,playerId,firstName,lastName,fullName,displayName,weight,height,age,position,activestatus,headshot,exp
6,5083754,Ryan,Flournoy,Ryan Flournoy,Ryan Flournoy,200,73,25.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/5083754.png,0
6,4036163,Kelvin,Harmon,Kelvin Harmon,Kelvin Harmon,215,74,28.0,WR,29,https://a.espncdn.com/i/headshots/nfl/players/full/4036163.png,2
6,4241389,CeeDee,Lamb,CeeDee Lamb,CeeDee Lamb,200,74,25.0,WR,13,https://a.espncdn.com/i/headshots/nfl/players/full/4241389.png,5
6,4426485,Jonathan,Mingo,Jonathan Mingo,Jonathan Mingo,220,74,23.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4426485.png,2
6,4426990,Jalen,Moreno-Cropper,Jalen Moreno-Cropper,Jalen Moreno-Cropper,172,72,23.0,WR,29,https://a.espncdn.com/i/headshots/nfl/players/full/4426990.png,1
6,4372096,Luke,Schoonmaker,Luke Schoonmaker,Luke Schoonmaker,250,77,26.0,TE,1,https://a.espncdn.com/i/headshots/nfl/players/full/4372096.png,2
6,4360967,Brevyn,Spann-Ford,Brevyn Spann-Ford,Brevyn Spann-Ford,270,79,25.0,TE,1,https://a.espncdn.com/i/headshots/nfl/players/full/4360967.png,0
6,4362489,John,Stephens Jr.,John Stephens Jr.,John Stephens Jr.,221,77,25.0,TE,13,https://a.espncdn.com/i/headshots/nfl/players/full/4362489.png,2
6,4249417,Jalen,Tolbert,Jalen Tolbert,Jalen Tolbert,195,73,25.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4249417.png,3
6,3676833,KaVontae,Turpin,KaVontae Turpin,KaVontae Turpin,153,69,28.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/3676833.png,3
6,4371974,Seth,Williams,Seth Williams,Seth Williams,211,74,24.0,WR,29,https://a.espncdn.com/i/headshots/nfl/players/full/4371974.png,1
7,4383440,Nate,Adkins,Nate Adkins,Nate Adkins,252,75,25.0,TE,1,https://a.espncdn.com/i/headshots/nfl/players/full/4383440.png,2
7,4034704,Michael,Bandy,Michael Bandy,Michael Bandy,190,70,27.0,WR,29,https://a.espncdn.com/i/headshots/nfl/players/full/4034704.png,3
7,4431280,Troy,Franklin,Troy Franklin,Troy Franklin,180,75,21.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4431280.png,0
7,4039057,Lil'Jordan,Humphrey,Lil'Jordan Humphrey,Lil'Jordan Humphrey,225,76,26.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4039057.png,5
7,4360231,Lucas,Krull,Lucas Krull,Lucas Krull,260,78,26.0,TE,1,https://a.espncdn.com/i/headshots/nfl/players/full/4360231.png,2
7,4686472,Marvin,Mims Jr.,Marvin Mims Jr.,Marvin Mims Jr.,182,71,22.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4686472.png,2
7,3912092,Donald,Parham Jr.,Donald Parham Jr.,Donald Parham Jr.,237,80,27.0,TE,29,https://a.espncdn.com/i/headshots/nfl/players/full/3912092.png,5
7,4362019,A.T.,Perry,A.T. Perry,A.T. Perry,205,77,25.0,WR,29,https://a.espncdn.com/i/headshots/nfl/players/full/4362019.png,2
7,3871102,David,Sills V,David Sills V,David Sills V,211,75,28.0,WR,29,https://a.espncdn.com/i/headshots/nfl/players/full/3871102.png,3
7,3128429,Courtland,Sutton,Courtland Sutton,Courtland Sutton,216,76,29.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/3128429.png,7
7,3911853,Adam,Trautman,Adam Trautman,Adam Trautman,253,77,27.0,TE,1,https://a.espncdn.com/i/headshots/nfl/players/full/3911853.png,5
7,4569559,Devaughn,Vele,Devaughn Vele,Devaughn Vele,210,77,27.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4569559.png,0
7,4361027,Thomas,Yassmin,Thomas Yassmin,Thomas Yassmin,251,77,25.0,TE,29,https://a.espncdn.com/i/headshots/nfl/players/full/4361027.png,0
8,3914307,Maurice,Alexander,Maurice Alexander,Maurice Alexander,174,71,27.0,WR,29,https://a.espncdn.com/i/headshots/nfl/players/full/3914307.png,1
8,4373266,Antoine,Green,Antoine Green,Antoine Green,199,74,25.0,WR,13,https://a.espncdn.com/i/headshots/nfl/players/full/4373266.png,2
8,3126997,Tom,Kennedy,Tom Kennedy,Tom Kennedy,195,70,28.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/3126997.png,3
8,4430027,Sam,LaPorta,Sam LaPorta,Sam LaPorta,245,75,23.0,TE,1,https://a.espncdn.com/i/headshots/nfl/players/full/4430027.png,2
8,4361988,James,Mitchell,James Mitchell,James Mitchell,252,76,25.0,TE,29,https://a.espncdn.com/i/headshots/nfl/players/full/4361988.png,3
8,3134353,Tim,Patrick,Tim Patrick,Tim Patrick,210,77,31.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/3134353.png,7
8,4258195,Donovan,Peoples-Jones,Donovan Peoples-Jones,Donovan Peoples-Jones,204,74,25.0,WR,29,https://a.espncdn.com/i/headshots/nfl/players/full/4258195.png,5
8,2973405,Kalif,Raymond,Kalif Raymond,Kalif Raymond,180,68,30.0,WR,13,https://a.espncdn.com/i/headshots/nfl/players/full/2973405.png,8
8,16799,Allen,Robinson,Allen Robinson,Allen Robinson,210,74,31.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/16799.png,11
8,4374302,Amon-Ra,St. Brown,Amon-Ra St. Brown,Amon-Ra St. Brown,202,72,25.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4374302.png,4
8,4426388,Jameson,Williams,Jameson Williams,Jameson Williams,180,73,23.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4426388.png,3
8,4242392,Brock,Wright,Brock Wright,Brock Wright,250,77,26.0,TE,1,https://a.espncdn.com/i/headshots/nfl/players/full/4242392.png,4
8,4608362,Shane,Zylstra,Shane Zylstra,Shane Zylstra,244,76,28.0,TE,1,https://a.espncdn.com/i/headshots/nfl/players/full/4608362.png,3
9,3914240,Tyler,Davis,Tyler Davis,Tyler Davis,252,76,27.0,TE,13,https://a.espncdn.com/i/headshots/nfl/players/full/3914240.png,5
9,4361432,Romeo,Doubs,Romeo Doubs,Romeo Doubs,204,74,24.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4361432.png,3
9,4379401,John,FitzPatrick,John FitzPatrick,John FitzPatrick,262,79,24.0,TE,1,https://a.espncdn.com/i/headshots/nfl/players/full/4379401.png,3
9,4689334,Malik,Heath,Malik Heath,Malik Heath,213,74,24.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4689334.png,2
9,4244768,Julian,Hicks,Julian Hicks,Julian Hicks,201,74,25.0,WR,29,https://a.espncdn.com/i/headshots/nfl/players/full/4244768.png,0
9,4426479,Cornelius,Johnson,Cornelius Johnson,Cornelius Johnson,212,75,24.0,WR,29,https://a.espncdn.com/i/headshots/nfl/players/full/4426479.png,0
9,4572680,Tucker,Kraft,Tucker Kraft,Tucker Kraft,259,77,24.0,TE,1,https://a.espncdn.com/i/headshots/nfl/players/full/4572680.png,2
9,3128843,Alex,McGough,Alex McGough,Alex McGough,214,75,29.0,WR,29,https://a.espncdn.com/i/headshots/nfl/players/full/3128843.png,1
9,4259305,Bo,Melton,Bo Melton,Bo Melton,189,71,25.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4259305.png,1
9,4428085,Luke,Musgrave,Luke Musgrave,Luke Musgrave,253,78,24.0,TE,1,https://a.espncdn.com/i/headshots/nfl/players/full/4428085.png,2
9,4362249,Jayden,Reed,Jayden Reed,Jayden Reed,187,71,24.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4362249.png,2
9,4373030,Ben,Sims,Ben Sims,Ben Sims,250,77,24.0,TE,1,https://a.espncdn.com/i/headshots/nfl/players/full/4373030.png,2
9,4362770,Messiah,Swinson,Messiah Swinson,Messiah Swinson,259,79,24.0,TE,29,https://a.espncdn.com/i/headshots/nfl/players/full/4362770.png,0
9,4248528,Christian,Watson,Christian Watson,Christian Watson,208,76,25.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4248528.png,3
9,4428850,Dontayvion,Wicks,Dontayvion Wicks,Dontayvion Wicks,206,73,23.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4428850.png,2
34,4258173,Nico,Collins,Nico Collins,Nico Collins,222,76,25.0,WR,1,https://a.espncdn.com/i/headshots/nfl/players/full/4258173.png,4
