player_id,season,name,pos,team,draft_round,is_te,targets_pg,yards_pg,receptions_pg,roll3_targets,roll3_yards,roll3_receptions,lag_targets,lag_yards,target_share,roll3_long_rec,roll3_target_std,tds_last3,td_streak,td_rate_eb,td_rate_eb_std,lag_snap_pct,roll3_snap_pct,roll3_rz_targets,rz_target_share,rz_td_rate_eb,join_season
4258595,2024,Cole Kmet,TE,CHI,2,1,4.076923076923077,36.23076923076923,3.4615384615384617,2.0,16.333333333333332,2.0,2.0,9.0,0.1962962962962963,12.0,1.000000000000005,1.0,1,0.05225698025184154,0.010972787270266713,0.93,0.9166666666666669,0.0,0.0,0.2476481750478776,2025
4258595,2025,Cole Kmet,TE,CHI,2,1,3.0,22.066666666666663,1.8666666666666667,3.3333333333333335,19.333333333333332,2.0,3.0,16.0,0.2542372881355932,12.333333333333334,0.5773502691896257,0.0,0,0.048325121614397004,0.010678127752356954,0.61,0.7033333333333333,3.0,0.088235294117647,0.2459566035143316,2026
4259147,2022,Jake Tonges,TE,CHI,0,1,48.0,347.0,30.0,3.0,15.333333333333334,2.0,,,0.8727272727272727,13.0,0.0,0.0,0,0.04796745804590371,0.010601185647037343,0.16,0.16,0.0,0.0,0.2476481750478776,2023
4259147,2025,Jake Tonges,TE,SF,0,1,4.625,29.125,3.375,3.3333333333333335,22.333333333333332,2.6666666666666665,2.0,7.0,0.15289256198347106,8.333333333333334,3.21455025366432,1.0,0,0.054377261230423565,0.011404656732392203,0.24,0.13,4.0,0.0705882352941176,0.25291939278709213,2026
4262921,2022,Justin Jefferson,WR,MIN,1,0,11.1875,110.6875,7.75,12.333333333333334,90.33333333333331,8.333333333333334,5.0,15.0,0.5682539682539682,20.0,6.3508529610858835,2.0,0,0.04743843357761785,0.009170375015268531,0.79,0.9033333333333332,5.0,0.2788461538461538,0.24383889037880233,2023
4262921,2023,Justin Jefferson,WR,MIN,1,0,9.555555555555555,98.0,6.222222222222222,10.0,94.66666666666669,6.0,10.0,59.0,0.37719298245614036,23.0,0.0,1.0,0,0.04836723379052028,0.010177769103198887,1.0,0.98,0.0,0.0,0.2476481750478776,2024
4262921,2024,Justin Jefferson,WR,MIN,1,0,9.0625,92.4375,6.25,12.666666666666666,103.0,8.333333333333334,11.0,92.0,0.4084507042253521,32.333333333333336,1.5275252316519448,3.0,0,0.054630587219206724,0.010129499059362288,0.94,0.93,5.0,0.2588235294117647,0.24946765121025283,2025
4262921,2025,Justin Jefferson,WR,MIN,1,0,8.125,59.1875,4.75,7.0,45.666666666666664,4.0,5.0,30.0,0.4727272727272727,14.333333333333334,1.7320508075688772,0.0,0,0.03989643731281449,0.008856557194840188,0.98,0.9633333333333332,6.0,0.2535211267605634,0.23943517801661812,2026
4360078,2022,Alec Pierce,WR,IND,2,0,4.933333333333334,36.733333333333334,2.533333333333333,4.666666666666667,13.666666666666666,2.0,5.0,15.0,0.2084507042253521,8.333333333333334,0.5773502691896266,0.0,0,0.04507611062600856,0.009978031448365985,0.83,0.7766666666666667,3.0,0.0833333333333333,0.24681586694970384,2023
4360078,2023,Alec Pierce,WR,IND,2,0,3.8125,32.125,2.0,4.333333333333333,33.666666666666664,1.6666666666666667,1.0,58.0,0.15326633165829145,29.0,3.055050463303893,1.0,1,0.0464768597376101,0.01028018289379746,0.98,0.9833333333333334,0.0,0.0,0.2476481750478776,2024
