,Unnamed: 0.1,receptions,receivingTargets,receivingYards,yardsPerReception,receivingTouchdowns,longReception,rushingAttempts,rushingYards,yardsPerRushAttempt,longRushing,rushingTouchdowns,fumbles,fumblesLost,fumblesForced,kicksBlocked,week,date,homeScore,awayScore,result,eventId,seasonName,Unnamed: 0,teamId,location,name,firstName,lastName,height,weight,athleteAge,draftRd,position,exp,headshot,fullName,seasonYr,seasonType,fPts,weeks_played,cumulative_receiving_yards,cumulative_yards_per_game,cumulative_receptions,cumulative_receptions_per_game,cumulative_receiving_touchdowns,cumulative_tds_per_game,cumulative_targets,cumulative_targets_per_game,avg_receiving_yards_last_3,avg_receptions_last_3,avg_tds_last_3,avg_targets_last_3,yards_per_reception,td_rate_per_target,is_first_week,season_TD,season_YDs,season_REC,total_TD,total_YDs,total_REC,setting,lag_win,lag_wins,lag_losses,setting_binary,td,lag_td,lag_rec,lag_yds,lag_tgts,lag_fumbles
0,4262,10,13,155,15.5,0,54,0,0,0.0,0,0,0,0,0,0,1,2022-09-11T17:00:00.000+00:00,35,38,W,401437648,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,15.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,away,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1,4261,5,8,69,13.8,0,23,0,0,0.0,0,0,0,0,0,0,2,2022-09-20T00:30:00.000+00:00,24,7,W,401436832,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,6.9,2,155.0,155.0,10.0,10.0,0.0,0.0,13.0,13.0,155.0,10.0,0.0,13.0,15.5,0.0,0,0.0,155.0,10.0,0.0,155.0,10.0,home,1,1,0,1.0,0,0.0,10.0,155.0,13.0,0.0
2,4260,5,10,85,17.0,1,38,0,0,0.0,0,0,0,0,0,0,3,2022-09-25T17:00:00.000+00:00,8,24,W,401437742,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,14.5,3,224.0,112.0,15.0,7.5,0.0,0.0,21.0,10.5,112.0,7.5,0.0,10.5,13.8,0.0,0,0.0,224.0,15.0,0.0,224.0,15.0,away,1,2,0,0.0,1,0.0,5.0,69.0,8.0,0.0
3,4259,5,7,95,19.0,0,31,0,0,0.0,0,0,0,0,0,0,4,2022-10-02T17:00:00.000+00:00,29,21,W,401437756,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,9.5,4,309.0,103.0,20.0,6.666666666666667,1.0,0.3333333333333333,31.0,10.333333333333334,103.0,6.666666666666667,0.3333333333333333,10.333333333333334,17.0,0.0,0,1.0,309.0,20.0,1.0,309.0,20.0,home,1,3,0,1.0,0,1.0,5.0,85.0,10.0,0.0
4,4258,3,7,32,10.7,0,15,0,0,0.0,0,0,0,0,0,0,5,2022-10-09T20:25:00.000+00:00,17,20,W,401437773,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,3.2,5,404.0,101.0,25.0,6.25,1.0,0.25,38.0,9.5,83.0,5.0,0.3333333333333333,8.333333333333334,19.0,0.03225806451612903,0,1.0,404.0,25.0,1.0,404.0,25.0,away,1,4,0,0.0,0,0.0,5.0,95.0,7.0,0.0
5,4257,5,8,67,13.4,1,22,0,0,0.0,0,0,0,0,0,0,6,2022-10-17T00:20:00.000+00:00,26,17,W,401437789,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,12.7,6,436.0,87.2,28.0,5.6,1.0,0.2,45.0,9.0,70.66666666666667,4.333333333333333,0.3333333333333333,8.0,10.666666666666666,0.02631578947368421,0,1.0,436.0,28.0,1.0,436.0,28.0,home,1,5,0,1.0,1,0.0,3.0,32.0,7.0,0.0
6,4256,6,10,156,26.0,3,43,0,0,0.0,0,0,0,0,0,0,8,2022-10-30T17:00:00.000+00:00,35,13,W,401437812,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,33.6,7,503.0,83.83333333333333,33.0,5.5,2.0,0.3333333333333333,53.0,8.833333333333334,64.66666666666667,4.333333333333333,0.3333333333333333,7.333333333333333,13.4,0.022222222222222223,0,2.0,503.0,33.0,2.0,503.0,33.0,home,1,6,0,1.0,1,1.0,5.0,67.0,8.0,0.0
7,4255,4,6,59,14.8,1,31,0,0,0.0,0,0,0,0,0,0,9,2022-11-04T00:15:00.000+00:00,17,29,W,401437819,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,11.9,8,659.0,94.14285714285714,39.0,5.571428571428571,5.0,0.7142857142857143,63.0,9.0,85.0,4.666666666666667,1.3333333333333333,8.333333333333334,26.0,0.03773584905660377,0,5.0,659.0,39.0,5.0,659.0,39.0,away,1,7,0,0.0,1,1.0,6.0,156.0,10.0,0.0
8,4254,1,4,7,7.0,0,7,0,0,0.0,0,0,0,0,0,0,10,2022-11-15T01:15:00.000+00:00,21,32,L,401437843,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,0.7,9,718.0,89.75,43.0,5.375,6.0,0.75,69.0,8.625,94.0,5.0,1.6666666666666667,8.0,14.75,0.07936507936507936,0,6.0,718.0,43.0,6.0,718.0,43.0,away,1,8,0,0.0,0,1.0,4.0,59.0,6.0,0.0
9,4253,5,7,60,12.0,0,29,0,0,0.0,0,0,1,1,0,0,11,2022-11-20T18:00:00.000+00:00,16,17,W,401437849,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,6.0,10,725.0,80.55555555555556,44.0,4.888888888888889,6.0,0.6666666666666666,73.0,8.11111111111111,74.0,3.6666666666666665,1.3333333333333333,6.666666666666667,7.0,0.08695652173913043,0,6.0,725.0,44.0,6.0,725.0,44.0,away,0,8,1,0.0,0,0.0,1.0,7.0,4.0,0.0
10,4252,4,6,46,11.5,1,23,0,0,0.0,0,0,1,1,0,0,12,2022-11-28T01:20:00.000+00:00,40,33,W,401437871,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,10.6,11,785.0,78.5,49.0,4.9,6.0,0.6,80.0,8.0,42.0,3.3333333333333335,0.3333333333333333,5.666666666666667,12.0,0.0821917808219178,0,6.0,785.0,49.0,6.0,785.0,49.0,home,1,9,1,1.0,1,0.0,5.0,60.0,7.0,1.0
11,4251,8,10,119,14.9,2,40,0,0,0.0,0,0,0,0,0,0,13,2022-12-04T18:00:00.000+00:00,35,10,W,401437881,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,23.9,12,831.0,75.54545454545455,53.0,4.818181818181818,7.0,0.6363636363636364,86.0,7.818181818181818,37.666666666666664,3.3333333333333335,0.3333333333333333,5.666666666666667,11.5,0.075,0,7.0,831.0,53.0,7.0,831.0,53.0,home,1,10,1,1.0,1,1.0,4.0,46.0,6.0,1.0
12,4250,4,6,70,17.5,1,33,0,0,0.0,0,0,0,0,0,0,14,2022-12-11T18:00:00.000+00:00,22,48,W,401437893,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,13.0,13,950.0,79.16666666666667,61.0,5.083333333333333,9.0,0.75,96.0,8.0,75.0,5.666666666666667,1.0,7.666666666666667,14.875,0.08139534883720931,0,9.0,950.0,61.0,9.0,950.0,61.0,away,1,11,1,0.0,1,1.0,8.0,119.0,10.0,0.0
13,4249,9,16,181,20.1,0,68,0,0,0.0,0,0,0,0,0,0,15,2022-12-18T18:00:00.000+00:00,20,25,W,401437908,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,18.1,14,1020.0,78.46153846153847,65.0,5.0,10.0,0.7692307692307693,102.0,7.846153846153846,78.33333333333333,5.333333333333333,1.3333333333333333,7.333333333333333,17.5,0.09375,0,10.0,1020.0,65.0,10.0,1020.0,65.0,away,1,12,1,0.0,0,1.0,4.0,70.0,6.0,0.0
14,4248,6,8,103,17.2,0,48,0,0,0.0,0,0,0,0,0,0,16,2022-12-24T21:25:00.000+00:00,40,34,L,401437927,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,10.3,15,1201.0,85.78571428571429,74.0,5.285714285714286,10.0,0.7142857142857143,118.0,8.428571428571429,123.33333333333333,7.0,1.0,10.666666666666666,20.11111111111111,0.09803921568627451,0,10.0,1201.0,74.0,10.0,1201.0,74.0,away,1,13,1,0.0,0,0.0,9.0,181.0,16.0,0.0
15,4247,4,9,97,24.3,1,78,0,0,0.0,0,0,0,0,0,0,17,2023-01-01T18:00:00.000+00:00,10,20,L,401437940,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,15.7,16,1304.0,86.93333333333334,80.0,5.333333333333333,10.0,0.6666666666666666,126.0,8.4,118.0,6.333333333333333,0.3333333333333333,10.0,17.166666666666668,0.0847457627118644,0,10.0,1304.0,80.0,10.0,1304.0,80.0,away,0,13,2,0.0,1,0.0,6.0,103.0,8.0,0.0
16,4246,4,10,95,23.8,0,37,0,0,0.0,0,0,0,0,0,0,18,2023-01-08T21:25:00.000+00:00,22,16,W,401437957,2022 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2022,Regular Season,9.5,17,1401.0,87.5625,84.0,5.25,11.0,0.6875,135.0,8.4375,127.0,6.333333333333333,0.3333333333333333,11.0,24.25,0.07936507936507936,0,11.0,1401.0,84.0,11.0,1401.0,84.0,home,0,13,3,1.0,0,1.0,4.0,97.0,9.0,0.0
17,4242,7,10,79,11.3,0,23,0,0,0.0,0,0,0,0,0,0,1,2023-09-10T20:25:00.000+00:00,20,25,W,401547402,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,7.9,1,1496.0,0.0,88.0,0.0,11.0,0.0,145.0,0.0,19.666666666666668,2.6666666666666665,0.0,5.0,23.75,0.08148148148148149,1,0.0,0.0,0.0,11.0,1496.0,88.0,away,0,0,0,0.0,0,0.0,4.0,95.0,10.0,0.0
18,4241,4,6,29,7.3,0,12,0,0,0.0,0,0,0,0,0,0,2,2023-09-15T00:15:00.000+00:00,34,28,W,401547410,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,2.9,2,79.0,79.0,7.0,7.0,0.0,0.0,10.0,10.0,79.0,7.0,0.0,10.0,11.285714285714286,0.07586206896551724,0,0.0,79.0,7.0,11.0,1575.0,95.0,home,1,1,0,1.0,0,0.0,7.0,79.0,10.0,0.0
19,4240,9,14,131,14.6,0,28,0,0,0.0,0,0,0,0,0,0,3,2023-09-25T23:15:00.000+00:00,11,25,W,401547440,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,13.1,3,108.0,54.0,11.0,5.5,0.0,0.0,16.0,8.0,54.0,5.5,0.0,8.0,7.25,0.0,0,0.0,108.0,11.0,11.0,1604.0,99.0,away,1,2,0,0.0,0,0.0,4.0,29.0,6.0,0.0
20,4239,9,13,175,19.4,2,59,0,0,0.0,0,0,0,0,0,0,4,2023-10-01T17:00:00.000+00:00,34,31,W,401547451,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,29.5,4,239.0,79.66666666666667,20.0,6.666666666666667,0.0,0.0,30.0,10.0,79.66666666666667,6.666666666666667,0.0,10.0,14.555555555555555,0.0,0,0.0,239.0,20.0,11.0,1735.0,108.0,home,1,3,0,1.0,1,0.0,9.0,131.0,14.0,0.0
21,4238,6,8,127,21.2,0,38,0,0,0.0,0,0,0,0,0,0,5,2023-10-08T20:05:00.000+00:00,14,23,W,401547467,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,12.7,5,414.0,103.5,29.0,7.25,2.0,0.5,43.0,10.75,111.66666666666667,7.333333333333333,0.6666666666666666,11.0,19.444444444444443,0.0,0,2.0,414.0,29.0,13.0,1910.0,117.0,away,1,4,0,0.0,0,1.0,9.0,175.0,13.0,0.0
22,4237,7,9,131,18.7,0,49,0,0,0.0,0,0,0,0,0,0,6,2023-10-15T20:25:00.000+00:00,20,14,L,401547480,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,13.1,6,541.0,108.2,35.0,7.0,2.0,0.4,51.0,10.2,144.33333333333334,8.0,0.6666666666666666,11.666666666666666,21.166666666666668,0.046511627906976744,0,2.0,541.0,35.0,13.0,2037.0,123.0,away,1,5,0,0.0,0,0.0,6.0,127.0,8.0,0.0
23,4236,10,15,137,13.7,1,42,0,0,0.0,0,0,0,0,0,0,7,2023-10-23T00:20:00.000+00:00,31,17,W,401547494,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,19.7,7,672.0,112.0,42.0,7.0,2.0,0.3333333333333333,60.0,10.0,144.33333333333334,7.333333333333333,0.6666666666666666,10.0,18.714285714285715,0.0392156862745098,0,2.0,672.0,42.0,13.0,2168.0,130.0,home,0,5,1,1.0,1,0.0,7.0,131.0,9.0,0.0
24,4235,8,8,130,16.3,2,25,0,0,0.0,0,0,0,0,0,0,8,2023-10-29T17:00:00.000+00:00,31,38,W,401547508,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,25.0,8,809.0,115.57142857142857,52.0,7.428571428571429,3.0,0.42857142857142855,75.0,10.714285714285714,131.66666666666666,7.666666666666667,0.3333333333333333,10.666666666666666,13.7,0.03333333333333333,0,3.0,809.0,52.0,14.0,2305.0,140.0,away,1,6,1,0.0,1,1.0,10.0,137.0,15.0,0.0
25,4234,7,9,66,9.4,1,20,0,0,0.0,0,0,0,0,0,0,9,2023-11-05T21:25:00.000+00:00,28,23,W,401547522,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,12.6,9,939.0,117.375,60.0,7.5,5.0,0.625,83.0,10.375,132.66666666666666,8.333333333333334,1.0,10.666666666666666,16.25,0.04,0,5.0,939.0,60.0,16.0,2435.0,148.0,home,1,7,1,1.0,1,1.0,8.0,130.0,8.0,0.0
26,4233,1,4,8,8.0,0,8,0,0,0.0,0,0,0,0,0,0,11,2023-11-21T01:15:00.000+00:00,17,21,W,401547345,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,0.8,10,1005.0,111.66666666666667,67.0,7.444444444444445,6.0,0.6666666666666666,92.0,10.222222222222221,111.0,8.333333333333334,1.3333333333333333,10.666666666666666,9.428571428571429,0.060240963855421686,0,6.0,1005.0,67.0,17.0,2501.0,155.0,away,1,8,1,0.0,0,1.0,7.0,66.0,9.0,0.0
27,4232,5,9,37,7.4,1,11,0,0,0.0,0,0,0,0,0,0,12,2023-11-26T21:25:00.000+00:00,37,34,W,401547558,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,9.7,11,1013.0,101.3,68.0,6.8,6.0,0.6,96.0,9.6,68.0,5.333333333333333,1.0,7.0,8.0,0.06521739130434782,0,6.0,1013.0,68.0,17.0,2509.0,156.0,home,1,9,1,1.0,1,0.0,1.0,8.0,4.0,0.0
28,4231,8,13,114,14.3,0,38,0,0,0.0,0,0,0,0,0,0,13,2023-12-03T21:25:00.000+00:00,19,42,L,401547276,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,11.4,12,1050.0,95.45454545454545,73.0,6.636363636363637,7.0,0.6363636363636364,105.0,9.545454545454545,37.0,4.333333333333333,0.6666666666666666,7.333333333333333,7.4,0.0625,0,7.0,1050.0,73.0,18.0,2546.0,161.0,away,1,10,1,0.0,0,1.0,5.0,37.0,9.0,0.0
29,4230,9,13,94,10.4,0,24,0,0,0.0,0,0,1,1,0,0,14,2023-12-11T01:20:00.000+00:00,33,13,L,401547590,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,9.4,13,1164.0,97.0,81.0,6.75,7.0,0.5833333333333334,118.0,9.833333333333334,53.0,4.666666666666667,0.3333333333333333,8.666666666666666,14.25,0.06666666666666667,0,7.0,1164.0,81.0,18.0,2660.0,169.0,away,0,10,2,0.0,0,0.0,8.0,114.0,13.0,0.0
30,4229,5,10,56,11.2,0,15,0,0,0.0,0,0,0,0,0,0,15,2023-12-19T01:15:00.000+00:00,20,17,L,401547601,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,5.6,14,1258.0,96.76923076923077,90.0,6.923076923076923,7.0,0.5384615384615384,131.0,10.076923076923077,81.66666666666667,7.333333333333333,0.3333333333333333,11.666666666666666,10.444444444444445,0.059322033898305086,0,7.0,1258.0,90.0,18.0,2754.0,178.0,away,0,10,3,0.0,0,0.0,9.0,94.0,13.0,1.0
31,4228,6,11,80,13.3,0,32,0,0,0.0,0,0,0,0,0,0,16,2023-12-25T21:30:00.000+00:00,33,25,W,401547241,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,8.0,15,1314.0,93.85714285714286,95.0,6.785714285714286,7.0,0.5,141.0,10.071428571428571,88.0,7.333333333333333,0.0,12.0,11.2,0.05343511450381679,0,7.0,1314.0,95.0,18.0,2810.0,183.0,home,0,10,4,1.0,0,0.0,5.0,56.0,10.0,0.0
32,4227,4,5,53,13.3,0,18,0,0,0.0,0,0,0,0,0,0,17,2023-12-31T18:00:00.000+00:00,31,35,L,401547633,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,5.3,16,1394.0,92.93333333333334,101.0,6.733333333333333,7.0,0.4666666666666667,152.0,10.133333333333333,76.66666666666667,6.666666666666667,0.0,11.333333333333334,13.333333333333334,0.04964539007092199,0,7.0,1394.0,101.0,18.0,2890.0,189.0,away,1,11,4,0.0,0,0.0,6.0,80.0,11.0,0.0
33,4226,1,1,9,9.0,0,9,0,0,0.0,0,0,1,1,0,0,18,2024-01-07T21:25:00.000+00:00,27,10,L,401547650,2023 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2023,Regular Season,0.9,17,1447.0,90.4375,105.0,6.5625,7.0,0.4375,157.0,9.8125,63.0,5.0,0.0,8.666666666666666,13.25,0.046052631578947366,0,7.0,1447.0,105.0,18.0,2943.0,193.0,away,0,11,5,0.0,0,0.0,4.0,53.0,5.0,0.0
34,4225,5,10,119,23.8,1,67,0,0,0.0,0,0,0,0,0,0,1,2024-09-07T00:15:00.000+00:00,34,29,W,401671805,2024 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2024,Regular Season,17.9,1,1456.0,0.0,106.0,0.0,7.0,0.0,158.0,0.0,45.0,5.333333333333333,0.0,10.333333333333334,9.0,0.044585987261146494,1,0.0,0.0,0.0,18.0,2952.0,194.0,home,0,0,0,1.0,1,0.0,1.0,9.0,1.0,1.0
35,4224,6,9,116,19.3,1,40,0,0,0.0,0,0,0,0,0,0,6,2024-10-13T17:00:00.000+00:00,20,16,W,401671714,2024 Regular Season,1983,21,Philadelphia,Eagles,A.J.,Brown,73,226,27,2.0,WR,6,https://a.espncdn.com/i/headshots/nfl/players/full/4047646.png,A.J. Brown,2024,Regular Season,17.6,2,119.0,119.0,5.0,5.0,1.0,1.0,10.0,10.0,119.0,5.0,1.0,10.0,23.8,0.04430379746835443,0,1.0,119.0,5.0,19.0,3071.0,199.0,home,1,1,0,1.0,1,1.0,5.0,119.0,10.0,0.0
36,1607,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,8,2023-10-29T17:00:00.000+00:00,27,38,W,401547507,2023 Regular Season,762,7,Denver,Broncos,A.T.,Perry,77,205,24,6.0,WR,2,https://a.espncdn.com/i/headshots/nfl/players/full/4362019.png,A.T. Perry,2023,Regular Season,0.0,1,235.0,0.0,11.0,0.0,2.0,0.0,19.0,0.0,47.333333333333336,3.6666666666666665,0.0,5.666666666666667,19.333333333333332,0.1,1,2.0,235.0,11.0,20.0,3187.0,205.0,away,0,6,4,0.0,0,1.0,6.0,116.0,9.0,0.0
37,1606,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,9,2023-11-05T18:00:00.000+00:00,24,17,W,401547516,2023 Regular Season,762,7,Denver,Broncos,A.T.,Perry,77,205,24,6.0,WR,2,https://a.espncdn.com/i/headshots/nfl/players/full/4362019.png,A.T. Perry,2023,Regular Season,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0,0.0,0.0,0.0,0.0,0.0,0.0,home,1,1,0,1.0,0,0.0,0.0,0.0,0.0,0.0
38,1605,2,4,38,19.0,1,23,0,0,0.0,0,0,0,0,0,0,10,2023-11-12T18:00:00.000+00:00,27,19,L,401547533,2023 Regular Season,762,7,Denver,Broncos,A.T.,Perry,77,205,24,6.0,WR,2,https://a.espncdn.com/i/headshots/nfl/players/full/4362019.png,A.T. Perry,2023,Regular Season,9.8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,away,1,2,0,0.0,1,0.0,0.0,0.0,0.0,0.0
39,1604,1,2,7,7.0,0,7,0,0,0.0,0,0,0,0,0,0,12,2023-11-26T18:00:00.000+00:00,24,15,L,401547559,2023 Regular Season,762,7,Denver,Broncos,A.T.,Perry,77,205,24,6.0,WR,2,https://a.espncdn.com/i/headshots/nfl/players/full/4362019.png,A.T. Perry,2023,Regular Season,0.7,4,38.0,12.666666666666666,2.0,0.6666666666666666,1.0,0.3333333333333333,4.0,1.3333333333333333,12.666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,19.0,0.0,0,1.0,38.0,2.0,1.0,38.0,2.0,away,0,2,1,0.0,0,1.0,2.0,38.0,4.0,0.0
40,1603,1,3,30,30.0,0,30,0,0,0.0,0,0,0,0,0,0,13,2023-12-03T18:00:00.000+00:00,28,33,L,401547572,2023 Regular Season,762,7,Denver,Broncos,A.T.,Perry,77,205,24,6.0,WR,2,https://a.espncdn.com/i/headshots/nfl/players/full/4362019.png,A.T. Perry,2023,Regular Season,3.0,5,45.0,11.25,3.0,0.75,1.0,0.25,6.0,1.5,15.0,1.0,0.3333333333333333,2.0,7.0,0.25,0,1.0,45.0,3.0,1.0,45.0,3.0,away,0,2,2,0.0,0,0.0,1.0,7.0,2.0,0.0
41,1602,1,1,44,44.0,0,44,0,0,0.0,0,0,0,0,0,0,14,2023-12-10T18:00:00.000+00:00,28,6,W,401547587,2023 Regular Season,762,7,Denver,Broncos,A.T.,Perry,77,205,24,6.0,WR,2,https://a.espncdn.com/i/headshots/nfl/players/full/4362019.png,A.T. Perry,2023,Regular Season,4.4,6,75.0,15.0,4.0,0.8,1.0,0.2,9.0,1.8,25.0,1.3333333333333333,0.3333333333333333,3.0,30.0,0.16666666666666666,0,1.0,75.0,4.0,1.0,75.0,4.0,home,0,2,3,1.0,0,0.0,1.0,30.0,3.0,0.0
42,1601,2,2,34,17.0,0,18,0,0,0.0,0,0,0,0,0,0,15,2023-12-17T18:00:00.000+00:00,24,6,W,401547599,2023 Regular Season,762,7,Denver,Broncos,A.T.,Perry,77,205,24,6.0,WR,2,https://a.espncdn.com/i/headshots/nfl/players/full/4362019.png,A.T. Perry,2023,Regular Season,3.4,7,119.0,19.833333333333332,5.0,0.8333333333333334,1.0,0.16666666666666666,10.0,1.6666666666666667,27.0,1.0,0.0,2.0,44.0,0.1111111111111111,0,1.0,119.0,5.0,1.0,119.0,5.0,home,1,3,3,1.0,0,0.0,1.0,44.0,1.0,0.0
