player_id,name,pos,team,game_id,season,week,receptions,targets,rec_yards,rec_tds,long_rec,rec_avg
4428331,Rashee Rice,WR,KC,20230907_DET@KC,2023,1,3,5,29,1,25,9.7
2973405,Kalif Raymond,WR,DET,20230907_DET@KC,2023,1,1,1,20,0,20,20.0
4374302,Amon-Ra St. Brown,WR,DET,20230907_DET@KC,2023,1,6,9,71,1,21,11.8
3051738,Marquez Valdes-Scantling,WR,KC,20230907_DET@KC,2023,1,2,2,48,0,34,24.0
4240472,Noah Gray,TE,KC,20230907_DET@KC,2023,1,3,5,31,0,24,10.3
3118892,Justin Watson,WR,KC,20230907_DET@KC,2023,1,2,4,45,0,26,22.5
4430191,Skyy Moore,WR,KC,20230907_DET@KC,2023,1,0,3,0,0,0,0.0
3115306,Josh Reynolds,WR,DET,20230907_DET@KC,2023,1,4,7,80,0,33,20.0
4361307,Trey McBride,TE,ARI,20230910_ARI@WSH,2023,1,2,2,23,0,13,11.5
15835,Zach Ertz,TE,ARI,20230910_ARI@WSH,2023,1,6,10,21,0,6,3.5
4360761,Michael Wilson,WR,ARI,20230910_ARI@WSH,2023,1,2,4,19,0,15,9.5
4361409,Jahan Dotson,WR,WSH,20230910_ARI@WSH,2023,1,5,7,40,0,14,8.0
3121422,Terry McLaurin,WR,WSH,20230910_ARI@WSH,2023,1,2,4,31,0,19,15.5
3121427,Curtis Samuel,WR,WSH,20230910_ARI@WSH,2023,1,5,5,54,0,32,10.8
4241372,Hollywood Brown,WR,ARI,20230910_ARI@WSH,2023,1,3,5,28,0,11,9.3
2991662,Mack Hollins,WR,ATL,20230910_CAR@ATL,2023,1,3,4,31,0,11,10.3
4426485,Jonathan Mingo,WR,CAR,20230910_CAR@ATL,2023,1,2,5,17,0,9,8.5
4360248,Kyle Pitts Sr.,TE,ATL,20230910_CAR@ATL,2023,1,2,3,44,0,34,22.0
4362630,Terrace Marshall Jr.,WR,CAR,20230910_CAR@ATL,2023,1,2,6,23,0,12,11.5
4426502,Drake London,WR,ATL,20230910_CAR@ATL,2023,1,0,1,0,0,0,0.0
3123076,David Njoku,TE,CLE,20230910_CIN@CLE,2023,1,2,3,24,0,15,12.0
4239993,Tee Higgins,WR,CIN,20230910_CIN@CLE,2023,1,0,8,0,0,0,0.0
4362628,Ja'Marr Chase,WR,CIN,20230910_CIN@CLE,2023,1,5,9,39,0,12,7.8
4040774,Harrison Bryant,TE,CLE,20230910_CIN@CLE,2023,1,2,2,5,1,3,2.5
2576925,Darren Waller,TE,NYG,20230910_DAL@NYG,2023,1,3,5,36,0,22,12.0
4241389,CeeDee Lamb,WR,DAL,20230910_DAL@NYG,2023,1,4,4,77,0,49,19.3
